Name,Team,Position,Date,Notes
Chris Paul,Phoenix Suns,PG,04/05/2015,strained hamstring (DTD)
Chris Paul,Phoenix Suns,PG,04/05/2015,placed on IL with strained hamstring
Chris Paul,Phoenix Suns,PG,08/05/2015,activated from IL
Chris Paul,Phoenix Suns,PG,07/11/2015,sore right groin (DTD)
Chris Paul,Phoenix Suns,PG,09/11/2015,returned to lineup
Chris Paul,Phoenix Suns,PG,12/11/2015,sore right groin (DTD)
Chris Paul,Phoenix Suns,PG,19/11/2015,returned to lineup
Chris Paul,Phoenix Suns,PG,02/12/2015,placed on IL with inflamed rib cartilage
Chris Paul,Phoenix Suns,PG,07/12/2015,activated from IL
Chris Paul,Phoenix Suns,PG,31/03/2016,rest (DTD)
Chris Paul,Phoenix Suns,PG,08/04/2016,rest (DTD)
Chris Paul,Phoenix Suns,PG,13/04/2016,rest (DTD)
Chris Paul,Phoenix Suns,PG,25/04/2016,fractured right hand (out for season)
Chris Paul,Phoenix Suns,PG,26/04/2016,surgery on right hand to repair fracture (out for season)
Chris Paul,Phoenix Suns,PG,27/04/2016,placed on IL recovering from surgery on right hand to repair fracture (out for season)
Chris Paul,Phoenix Suns,PG,16/10/2016,sprained left thumb (DTD)
Chris Paul,Phoenix Suns,PG,27/10/2016,returned to lineup
Chris Paul,Phoenix Suns,PG,23/12/2016,strained left hamstring (DTD)
Chris Paul,Phoenix Suns,PG,28/12/2016,returned to lineup
Chris Paul,Phoenix Suns,PG,30/12/2016,sore left hamstring (DTD)
Chris Paul,Phoenix Suns,PG,06/01/2017,returned to lineup
Chris Paul,Phoenix Suns,PG,17/01/2017,torn ligament in left thumb (DTD)
Chris Paul,Phoenix Suns,PG,17/01/2017,surgery on left thumb to repair torn ligament (out indefinitely)
Chris Paul,Phoenix Suns,PG,28/01/2017,placed on IL recoverimg from surgery on left thumb to repair torn ligament
Chris Paul,Phoenix Suns,PG,24/02/2017,activated from IL
Chris Paul,Phoenix Suns,PG,18/10/2017,bruised left knee (DTD)
Chris Paul,Phoenix Suns,PG,21/10/2017,placed on IL with bruised left knee
Chris Paul,Phoenix Suns,PG,16/11/2017,activated from IL
Chris Paul,Phoenix Suns,PG,21/12/2017,strained left adductor (DTD)
Chris Paul,Phoenix Suns,PG,29/12/2017,returned to lineup
Chris Paul,Phoenix Suns,PG,30/01/2018,sore right groin (DTD)
Chris Paul,Phoenix Suns,PG,01/02/2018,returned to lineup
Chris Paul,Phoenix Suns,PG,22/03/2018,sore left hamstring (DTD)
Chris Paul,Phoenix Suns,PG,27/03/2018,returned to lineup
Chris Paul,Phoenix Suns,PG,30/03/2018,sore left hip / rest (DTD)
Chris Paul,Phoenix Suns,PG,01/04/2018,sore left leg (DTD)
Chris Paul,Phoenix Suns,PG,03/04/2018,returned to lineup
Chris Paul,Phoenix Suns,PG,11/04/2018,rest (DTD)
Chris Paul,Phoenix Suns,PG,15/04/2018,returned to lineup
Chris Paul,Phoenix Suns,PG,25/05/2018,strained right hamstring (out for season)
Chris Paul,Phoenix Suns,PG,24/11/2018,left leg injury (DTD)
Chris Paul,Phoenix Suns,PG,30/11/2018,returned to lineup
Chris Paul,Phoenix Suns,PG,21/12/2018,strained left hamstring (out indefinitely)
Chris Paul,Phoenix Suns,PG,22/12/2018,placed on IL with strained left hamstring
Chris Paul,Phoenix Suns,PG,27/01/2019,activated from IL
Chris Paul,Phoenix Suns,PG,13/08/2020,placed on IL with left hand injury
Chris Paul,Phoenix Suns,PG,18/08/2020,activated from IL
Cameron Payne,Phoenix Suns,PG,30/10/2015,placed on IL
Cameron Payne,Phoenix Suns,PG,01/11/2015,activated from IL
Cameron Payne,Phoenix Suns,PG,27/01/2016,concussion (DTD)
Cameron Payne,Phoenix Suns,PG,29/01/2016,placed on IL with concussion
Cameron Payne,Phoenix Suns,PG,01/02/2016,activated from IL
Cameron Payne,Phoenix Suns,PG,16/04/2016,placed on IL with sore right hip
Cameron Payne,Phoenix Suns,PG,18/04/2016,activated from IL
Cameron Payne,Phoenix Suns,PG,18/04/2016,sore right hip (DTD) (Y)
Cameron Payne,Phoenix Suns,PG,25/07/2016,surgery on right foot to repair fracture (out indefinitely)
Cameron Payne,Phoenix Suns,PG,26/10/2016,placed on IL recovering from surgery on right foot to repair fracture
Cameron Payne,Phoenix Suns,PG,07/01/2017,activated from IL
Cameron Payne,Phoenix Suns,PG,24/02/2017,placed on IL with flu
Cameron Payne,Phoenix Suns,PG,25/02/2017,activated from IL
Cameron Payne,Phoenix Suns,PG,15/03/2017,placed on IL with sore right foot
Cameron Payne,Phoenix Suns,PG,20/03/2017,activated from IL
Cameron Payne,Phoenix Suns,PG,22/03/2017,activated from IL
Cameron Payne,Phoenix Suns,PG,30/03/2017,placed on IL
Cameron Payne,Phoenix Suns,PG,06/04/2017,activated from IL
Cameron Payne,Phoenix Suns,PG,08/04/2017,placed on IL
Cameron Payne,Phoenix Suns,PG,16/04/2017,placed on IL
Cameron Payne,Phoenix Suns,PG,21/04/2017,activated from IL
Cameron Payne,Phoenix Suns,PG,23/04/2017,placed on IL
Cameron Payne,Phoenix Suns,PG,06/09/2017,surgery to repair fractured right foot (out indefinitely)
Cameron Payne,Phoenix Suns,PG,19/10/2017,placed on IL with recovering from surgery to repair fractured right foot
Cameron Payne,Phoenix Suns,PG,22/02/2018,activated from IL
Cameron Payne,Phoenix Suns,PG,21/12/2018,strained right calf (DTD)
Cameron Payne,Phoenix Suns,PG,23/12/2018,returned to lineup
Elfrid Payton,Phoenix Suns,PG,04/01/2016,bruised left ankle (DTD)
Elfrid Payton,Phoenix Suns,PG,14/01/2016,returned to lineup
Elfrid Payton,Phoenix Suns,PG,11/03/2016,sprained right elbow (DTD)
Elfrid Payton,Phoenix Suns,PG,20/03/2016,returned to lineup
Elfrid Payton,Phoenix Suns,PG,21/10/2017,placed on IL with sore/strained left hamstring
Elfrid Payton,Phoenix Suns,PG,08/11/2017,activated from IL
Elfrid Payton,Phoenix Suns,PG,11/11/2017,sore left hamstring (DTD)
Elfrid Payton,Phoenix Suns,PG,28/03/2018,left knee injury (out for season)
Elfrid Payton,Phoenix Suns,PG,28/10/2018,sprained right ankle (DTD)
Elfrid Payton,Phoenix Suns,PG,29/10/2018,placed on IL with sprained right ankle
Elfrid Payton,Phoenix Suns,PG,16/11/2018,activated from IL
Elfrid Payton,Phoenix Suns,PG,17/11/2018,placed on IL with fractured finger
Elfrid Payton,Phoenix Suns,PG,31/12/2018,activated from IL
Elfrid Payton,Phoenix Suns,PG,29/01/2019,sprained right ankle (DTD)
Elfrid Payton,Phoenix Suns,PG,06/02/2019,placed on IL with sprained right ankle
Elfrid Payton,Phoenix Suns,PG,22/02/2019,activated from IL
Elfrid Payton,Phoenix Suns,PG,29/10/2019,placed on IL with strained right hamstring
Elfrid Payton,Phoenix Suns,PG,05/12/2019,activated from IL
Elfrid Payton,Phoenix Suns,PG,21/02/2020,placed on IL with sore right ankle
Elfrid Payton,Phoenix Suns,PG,26/02/2020,activated from IL
Dario Saric,Phoenix Suns,PF,12/04/2017,sore left heel (out for season)
Dario Saric,Phoenix Suns,PF,07/12/2017,eye injury (DTD)
Dario Saric,Phoenix Suns,PF,09/12/2017,returned to lineup
Dario Saric,Phoenix Suns,PF,01/04/2018,placed on IL with sore right elbow
Dario Saric,Phoenix Suns,PF,06/04/2018,activated from IL
Dario Saric,Phoenix Suns,PF,01/02/2020,sprained left ankle (DTD)
Dario Saric,Phoenix Suns,PF,02/02/2020,placed on IL with sprained left ankle
Dario Saric,Phoenix Suns,PF,21/02/2020,activated from IL
Landry Shamet,Phoenix Suns,SG,26/03/2019,placed on IL with left ankle injury
Landry Shamet,Phoenix Suns,SG,28/03/2019,activated from IL
Landry Shamet,Phoenix Suns,SG,12/11/2019,sprained left ankle (DTD)
Landry Shamet,Phoenix Suns,SG,13/11/2019,placed on IL with sprained left ankle
Landry Shamet,Phoenix Suns,SG,14/12/2019,activated from IL
Landry Shamet,Phoenix Suns,SG,11/08/2020,placed on IL with sprained left foot
Landry Shamet,Phoenix Suns,SG,17/08/2020,activated from IL
Marvin Bagley III,Sacremento Kings,PF,01/12/2018,placed on IL with back spasms
Marvin Bagley III,Sacremento Kings,PF,07/12/2018,activated from IL
Marvin Bagley III,Sacremento Kings,PF,15/12/2018,left knee injury (DTD)
Marvin Bagley III,Sacremento Kings,PF,16/12/2018,placed on IL with left knee injury
Marvin Bagley III,Sacremento Kings,PF,07/01/2019,activated from IL
Marvin Bagley III,Sacremento Kings,PF,28/02/2019,sprained left knee (DTD)
Marvin Bagley III,Sacremento Kings,PF,01/03/2019,placed on IL with sprained left knee
Marvin Bagley III,Sacremento Kings,PF,14/03/2019,activated from IL
Marvin Bagley III,Sacremento Kings,PF,31/03/2019,placed on IL with illness
Marvin Bagley III,Sacremento Kings,PF,02/04/2019,activated from IL
Marvin Bagley III,Sacremento Kings,PF,24/10/2019,fractured right thumb (out indefinitely)
Marvin Bagley III,Sacremento Kings,PF,25/10/2019,placed on IL with fractured right thumb
Marvin Bagley III,Sacremento Kings,PF,11/12/2019,activated from IL
Marvin Bagley III,Sacremento Kings,PF,27/12/2019,left foot injury (DTD)
Marvin Bagley III,Sacremento Kings,PF,28/12/2019,placed on IL with left foot injury
Marvin Bagley III,Sacremento Kings,PF,13/01/2020,activated from IL
Marvin Bagley III,Sacremento Kings,PF,22/01/2020,placed on IL with sprained left foot (out for season)
Harrison Barnes,Sacremento Kings,SF,29/10/2013,left foot injury (DNP)
Harrison Barnes,Sacremento Kings,SF,30/10/2013,left foot injury (DNP)
Harrison Barnes,Sacremento Kings,SF,31/10/2013,left foot injury (DNP)
Harrison Barnes,Sacremento Kings,SF,04/11/2013,left toe inflammation (DNP)
Harrison Barnes,Sacremento Kings,SF,28/11/2015,placed on IL with sprained left ankle
Harrison Barnes,Sacremento Kings,SF,02/01/2016,activated from IL (P)
Harrison Barnes,Sacremento Kings,SF,02/01/2016,sprained left ankle (DTD) (P)
Harrison Barnes,Sacremento Kings,SF,04/01/2016,activated from IL
Harrison Barnes,Sacremento Kings,SF,09/04/2017,rest (out for season)
Harrison Barnes,Sacremento Kings,SF,05/02/2018,placed on IL with sprained left ankle
Harrison Barnes,Sacremento Kings,SF,10/02/2018,activated from IL
Harrison Barnes,Sacremento Kings,SF,17/03/2018,placed on IL for rest
Harrison Barnes,Sacremento Kings,SF,20/03/2018,activated from IL
Harrison Barnes,Sacremento Kings,SF,04/04/2018,placed on IL for rest
Harrison Barnes,Sacremento Kings,SF,06/04/2018,activated from IL
Harrison Barnes,Sacremento Kings,SF,10/04/2018,placed on IL for rest
Harrison Barnes,Sacremento Kings,SF,14/10/2018,strained right hamstring (DTD)
Harrison Barnes,Sacremento Kings,SF,26/10/2018,returned to lineup
De'Aaron Fox,Sacremento Kings,PG,17/12/2017,bruised right quadriceps (DTD)
De'Aaron Fox,Sacremento Kings,PG,17/12/2017,placed on IL with bruised right quadriceps
De'Aaron Fox,Sacremento Kings,PG,19/12/2017,activated from IL
De'Aaron Fox,Sacremento Kings,PG,20/12/2017,placed on IL with bruised right quadriceps
De'Aaron Fox,Sacremento Kings,PG,02/01/2018,activated from IL
De'Aaron Fox,Sacremento Kings,PG,22/02/2018,placed on IL with conjunctivitis / pink eye
De'Aaron Fox,Sacremento Kings,PG,24/02/2018,activated from IL
De'Aaron Fox,Sacremento Kings,PG,09/03/2018,placed on IL with rehab of knee / back injury
De'Aaron Fox,Sacremento Kings,PG,11/03/2018,activated from IL
De'Aaron Fox,Sacremento Kings,PG,22/01/2019,left big toe injury (DTD)
De'Aaron Fox,Sacremento Kings,PG,25/01/2019,returned to lineup
De'Aaron Fox,Sacremento Kings,PG,11/11/2019,sprained left ankle (DTD)
De'Aaron Fox,Sacremento Kings,PG,12/11/2019,placed on IL with sprained left ankle
De'Aaron Fox,Sacremento Kings,PG,17/12/2019,activated from IL
De'Aaron Fox,Sacremento Kings,PG,27/12/2019,back spasms (DTD)
De'Aaron Fox,Sacremento Kings,PG,28/12/2019,placed on IL with back spasms
De'Aaron Fox,Sacremento Kings,PG,29/12/2019,activated from IL
De'Aaron Fox,Sacremento Kings,PG,27/02/2020,placed on IL with abdominal injury
De'Aaron Fox,Sacremento Kings,PG,27/02/2020,activated from IL
De'Aaron Fox,Sacremento Kings,PG,10/08/2020,placed on IL with sore left shoulder (out for season)
Buddy Hield,Sacremento Kings,SG,18/11/2017,placed on IL with sore/sprained right ankle
Buddy Hield,Sacremento Kings,SG,22/11/2017,activated from IL
Richaun Holmes,Sacremento Kings,C,11/11/2015,strained right hamstring (DTD)
Richaun Holmes,Sacremento Kings,C,21/11/2015,returned to lineup
Richaun Holmes,Sacremento Kings,C,05/02/2016,placed on IL with strained right ankle (CBC Y) /calf (P)
Richaun Holmes,Sacremento Kings,C,08/02/2016,activated from IL
Richaun Holmes,Sacremento Kings,C,12/03/2016,strained right Achilles tendon (DTD)
Richaun Holmes,Sacremento Kings,C,18/03/2016,placed on IL with strained right Achilles tendon (P)
Richaun Holmes,Sacremento Kings,C,20/03/2016,strained right Achilles tendon (DTD) (P)
Richaun Holmes,Sacremento Kings,C,21/03/2016,strained right Achilles tendon (DTD) (P)
Richaun Holmes,Sacremento Kings,C,23/03/2016,returned to lineup
Richaun Holmes,Sacremento Kings,C,23/03/2016,activated from IL
Richaun Holmes,Sacremento Kings,C,27/03/2016,strained right Achilles tendon (out for season)
Richaun Holmes,Sacremento Kings,C,23/11/2016,illness (DTD)
Richaun Holmes,Sacremento Kings,C,25/11/2016,returned to lineup
Richaun Holmes,Sacremento Kings,C,23/12/2016,concussion (DTD)
Richaun Holmes,Sacremento Kings,C,04/01/2017,returned to lineup
Richaun Holmes,Sacremento Kings,C,13/01/2017,placed on IL with concussion
Richaun Holmes,Sacremento Kings,C,21/01/2017,activated from IL
Richaun Holmes,Sacremento Kings,C,08/02/2017,upper respiratory infection (DTD)
Richaun Holmes,Sacremento Kings,C,11/02/2017,returned to lineup
Richaun Holmes,Sacremento Kings,C,08/10/2017,fractured wrist (out indefinitely)
Richaun Holmes,Sacremento Kings,C,18/10/2017,placed on IL with fractured hand/wrist
Richaun Holmes,Sacremento Kings,C,03/11/2017,activated from IL
Richaun Holmes,Sacremento Kings,C,07/11/2017,activated from IL
Richaun Holmes,Sacremento Kings,C,20/11/2017,illness (DTD)
Richaun Holmes,Sacremento Kings,C,22/11/2017,returned to lineup
Richaun Holmes,Sacremento Kings,C,15/01/2018,gastroenteritis (DTD)
Richaun Holmes,Sacremento Kings,C,18/01/2018,placed on IL with gastroenteritis
Richaun Holmes,Sacremento Kings,C,20/01/2018,activated from IL
Richaun Holmes,Sacremento Kings,C,31/12/2018,placed on IL with illness
Richaun Holmes,Sacremento Kings,C,02/01/2019,activated from IL
Richaun Holmes,Sacremento Kings,C,20/01/2019,placed on IL with sprained right foot
Richaun Holmes,Sacremento Kings,C,27/01/2019,activated from IL
Richaun Holmes,Sacremento Kings,C,16/03/2019,strained right quadriceps (DTD)
Richaun Holmes,Sacremento Kings,C,18/03/2019,placed on IL with strained right quadriceps
Richaun Holmes,Sacremento Kings,C,21/03/2019,activated from IL
Richaun Holmes,Sacremento Kings,C,30/03/2019,placed on IL with migraine headache
Richaun Holmes,Sacremento Kings,C,01/04/2019,activated from IL
Richaun Holmes,Sacremento Kings,C,05/04/2019,sprained left ankle (out for season)
Richaun Holmes,Sacremento Kings,C,07/01/2020,placed on IL with sprained right shoulder
Richaun Holmes,Sacremento Kings,C,07/03/2020,activated from IL
Richaun Holmes,Sacremento Kings,C,08/08/2020,placed on IL with sore right hip (out for season)
Justin James,Sacremento Kings,SG,10/03/2020,right knee injury (out indefinitely)
Damian Jones,Sacremento Kings,C,25/10/2016,placed on IL with torn pectoral muscle
Damian Jones,Sacremento Kings,C,28/10/2016,activated from IL
Damian Jones,Sacremento Kings,C,08/12/2016,activated from IL
Damian Jones,Sacremento Kings,C,11/12/2016,placed on IL
Damian Jones,Sacremento Kings,C,13/12/2016,activated from IL
Damian Jones,Sacremento Kings,C,15/12/2016,placed on IL
Damian Jones,Sacremento Kings,C,30/12/2016,activated from IL
Damian Jones,Sacremento Kings,C,02/01/2017,placed on IL
Damian Jones,Sacremento Kings,C,06/01/2017,placed on IL
Damian Jones,Sacremento Kings,C,22/01/2017,activated from IL
Damian Jones,Sacremento Kings,C,25/01/2017,placed on IL
Damian Jones,Sacremento Kings,C,29/01/2017,activated from IL
Damian Jones,Sacremento Kings,C,23/02/2017,placed on IL
Damian Jones,Sacremento Kings,C,11/03/2017,activated from IL
Damian Jones,Sacremento Kings,C,14/03/2017,placed on IL
Damian Jones,Sacremento Kings,C,12/04/2017,activated from IL
Damian Jones,Sacremento Kings,C,02/05/2017,placed on IL
Damian Jones,Sacremento Kings,C,16/05/2017,activated from IL
Damian Jones,Sacremento Kings,C,01/06/2017,placed on IL
Damian Jones,Sacremento Kings,C,17/10/2017,placed on IL
Damian Jones,Sacremento Kings,C,18/12/2017,activated from IL
Damian Jones,Sacremento Kings,C,22/12/2017,placed on IL with strained right hamstring
Damian Jones,Sacremento Kings,C,27/01/2018,activated from IL
Damian Jones,Sacremento Kings,C,30/01/2018,placed on IL with flu
Damian Jones,Sacremento Kings,C,02/02/2018,activated from IL
Damian Jones,Sacremento Kings,C,06/02/2018,placed on IL
Damian Jones,Sacremento Kings,C,09/03/2018,activated from IL
Damian Jones,Sacremento Kings,C,23/03/2018,placed on IL
Damian Jones,Sacremento Kings,C,25/03/2018,activated from IL
Damian Jones,Sacremento Kings,C,01/05/2018,placed on IL
Damian Jones,Sacremento Kings,C,03/12/2018,placed on IL with torn pectoral muscle
Damian Jones,Sacremento Kings,C,14/05/2019,activated from IL
Alex Len,Sacremento Kings,C,12/07/2013,surgery on left / right (P) ankle to repair stress fracture (out indefinitely)
Alex Len,Sacremento Kings,C,03/11/2013,left ankle injury (DNP)
Alex Len,Sacremento Kings,C,05/11/2013,left ankle injury (DNP)
Alex Len,Sacremento Kings,C,06/11/2013,left ankle injury (DNP)
Alex Len,Sacremento Kings,C,08/11/2013,left ankle injury (DNP)
Alex Len,Sacremento Kings,C,10/11/2013,sore left ankle (DNP)
Alex Len,Sacremento Kings,C,13/11/2013,sore left ankle (DNP)
Alex Len,Sacremento Kings,C,15/11/2013,sore left ankle (DNP)
Alex Len,Sacremento Kings,C,29/11/2013,sore left ankle (DNP)
Alex Len,Sacremento Kings,C,30/11/2013,placed on IL with left ankle injury
Alex Len,Sacremento Kings,C,07/01/2014,activated from IL
Alex Len,Sacremento Kings,C,07/10/2014,fractured right pinky finger (out indefinitely)
Alex Len,Sacremento Kings,C,06/02/2015,sprained right ankle (out indefinitely)
Alex Len,Sacremento Kings,C,20/02/2015,returned to lineup
Alex Len,Sacremento Kings,C,07/03/2015,sprained right ankle (DTD)
Alex Len,Sacremento Kings,C,09/03/2015,returned to lineup
Alex Len,Sacremento Kings,C,14/03/2015,sprained right ankle (DTD)
Alex Len,Sacremento Kings,C,21/03/2015,returned to lineup
Alex Len,Sacremento Kings,C,02/04/2015,fractured nose (out for season)
Alex Len,Sacremento Kings,C,04/04/2015,placed on IL with fractured nose (out for season)
Alex Len,Sacremento Kings,C,07/04/2015,activated from IL
Alex Len,Sacremento Kings,C,07/04/2015,fractured nose (out for season)
Alex Len,Sacremento Kings,C,12/01/2016,sprained left hand (DTD)
Alex Len,Sacremento Kings,C,19/01/2016,returned to lineup
Alex Len,Sacremento Kings,C,19/02/2016,sprained right ankle (DTD)
Alex Len,Sacremento Kings,C,21/02/2016,returned to lineup
Alex Len,Sacremento Kings,C,12/12/2016,bruised right hip (DTD)
Alex Len,Sacremento Kings,C,15/12/2016,placed on IL
Alex Len,Sacremento Kings,C,17/12/2016,activated from IL
Alex Len,Sacremento Kings,C,11/03/2017,hip injury (DTD)
Alex Len,Sacremento Kings,C,12/03/2017,bruised right hip (DTD)
Alex Len,Sacremento Kings,C,15/03/2017,returned to lineup
Alex Len,Sacremento Kings,C,18/10/2017,placed on IL with sprained left ankle
Alex Len,Sacremento Kings,C,20/10/2017,activated from IL
Alex Len,Sacremento Kings,C,02/12/2017,ankle injury (DTD)
Alex Len,Sacremento Kings,C,04/12/2017,returned to lineup
Alex Len,Sacremento Kings,C,24/01/2018,sore right ankle (DTD)
Alex Len,Sacremento Kings,C,26/01/2018,placed on IL with sore right ankle
Alex Len,Sacremento Kings,C,29/01/2018,activated from IL
Alex Len,Sacremento Kings,C,31/01/2018,placed on IL with sore right ankle
Alex Len,Sacremento Kings,C,04/02/2018,activated from IL
Alex Len,Sacremento Kings,C,28/03/2018,sprained left ankle (DTD)
Alex Len,Sacremento Kings,C,03/04/2018,returned to lineup
Alex Len,Sacremento Kings,C,03/04/2018,activated from IL
Alex Len,Sacremento Kings,C,21/11/2018,sore back (DTD)
Alex Len,Sacremento Kings,C,23/11/2018,returned to lineup
Alex Len,Sacremento Kings,C,26/12/2018,strained back (DTD)
Alex Len,Sacremento Kings,C,29/12/2018,returned to lineup
Alex Len,Sacremento Kings,C,27/12/2019,placed on IL with sprained left ankle
Alex Len,Sacremento Kings,C,28/12/2019,activated from IL
Alex Len,Sacremento Kings,C,14/01/2020,placed on IL with sore lower back
Alex Len,Sacremento Kings,C,22/01/2020,activated from IL
Alex Len,Sacremento Kings,C,25/01/2020,right hip flexor injury (DTD)
Alex Len,Sacremento Kings,C,26/01/2020,placed on IL with right hip flexor injury
Alex Len,Sacremento Kings,C,22/02/2020,activated from IL
Alex Len,Sacremento Kings,C,30/07/2020,placed on IL with conditioning
Alex Len,Sacremento Kings,C,04/08/2020,activated from IL
Chimezie Metu,Sacremento Kings,PF,27/11/2019,placed on IL with sore left foot
Chimezie Metu,Sacremento Kings,PF,01/12/2019,activated from IL
Tristan Thompson,Sacremento Kings,C,24/01/2012,placed on IL with sprained left ankle
Tristan Thompson,Sacremento Kings,C,27/01/2012,activated from IL
Tristan Thompson,Sacremento Kings,C,03/02/2012,placed on IL with sprained left ankle (date approximate)
Tristan Thompson,Sacremento Kings,C,08/02/2012,placed on IL (P)
Tristan Thompson,Sacremento Kings,C,10/02/2012,activated from IL
Tristan Thompson,Sacremento Kings,C,05/04/2017,placed on IL with sprained right thumb
Tristan Thompson,Sacremento Kings,C,12/04/2017,activated from IL
Tristan Thompson,Sacremento Kings,C,02/11/2017,strained left calf (out indefinitely)
Tristan Thompson,Sacremento Kings,C,03/11/2017,placed on IL with strained left calf
Tristan Thompson,Sacremento Kings,C,12/12/2017,activated from IL
Tristan Thompson,Sacremento Kings,C,14/12/2017,strained left calf (DTD)
Tristan Thompson,Sacremento Kings,C,16/12/2017,returned to lineup
Tristan Thompson,Sacremento Kings,C,04/03/2018,sprained right ankle (DTD)
Tristan Thompson,Sacremento Kings,C,05/03/2018,placed on IL with sprained right ankle
Tristan Thompson,Sacremento Kings,C,23/03/2018,activated from IL
Tristan Thompson,Sacremento Kings,C,11/12/2018,sprained left foot (DTD)
Tristan Thompson,Sacremento Kings,C,12/12/2018,placed on IL with sprained left foot (DTD)
Tristan Thompson,Sacremento Kings,C,02/01/2019,activated from IL
Tristan Thompson,Sacremento Kings,C,17/01/2019,sore left foot (DTD)
Tristan Thompson,Sacremento Kings,C,19/01/2019,placed on IL with sore left foot
Tristan Thompson,Sacremento Kings,C,20/03/2019,activated from IL
Tristan Thompson,Sacremento Kings,C,20/11/2019,placed on IL
Tristan Thompson,Sacremento Kings,C,22/11/2019,activated from IL
Tristan Thompson,Sacremento Kings,C,05/01/2020,placed on IL with illness
Tristan Thompson,Sacremento Kings,C,07/01/2020,activated from IL
Tristan Thompson,Sacremento Kings,C,03/02/2020,placed on IL with right quadricep injury
Tristan Thompson,Sacremento Kings,C,08/02/2020,activated from IL
Tristan Thompson,Sacremento Kings,C,29/02/2020,placed on IL with bruised left knee
Tristan Thompson,Sacremento Kings,C,07/03/2020,activated from IL
Tristan Thompson,Sacremento Kings,C,09/03/2020,right eye injury (out for season)
Sterling Brown,Dallas Mavericks,SF,10/11/2017,placed on IL
Sterling Brown,Dallas Mavericks,SF,22/11/2017,activated from IL
Sterling Brown,Dallas Mavericks,SF,28/11/2017,placed on IL
Sterling Brown,Dallas Mavericks,SF,06/12/2017,activated from IL
Sterling Brown,Dallas Mavericks,SF,11/04/2018,activated from IL
Sterling Brown,Dallas Mavericks,SF,14/11/2018,placed on IL
Sterling Brown,Dallas Mavericks,SF,16/11/2018,activated from IL
Sterling Brown,Dallas Mavericks,SF,29/01/2019,right wrist injury (DTD)
Sterling Brown,Dallas Mavericks,SF,31/01/2019,returned to lineup
Sterling Brown,Dallas Mavericks,SF,25/02/2019,placed on IL with right wrist injury
Sterling Brown,Dallas Mavericks,SF,19/03/2019,activated from IL
Sterling Brown,Dallas Mavericks,SF,22/03/2019,returned to lineup
Sterling Brown,Dallas Mavericks,SF,28/11/2019,sprained right shoulder (DTD)
Sterling Brown,Dallas Mavericks,SF,29/11/2019,placed on IL with sprained right shoulder
Sterling Brown,Dallas Mavericks,SF,04/12/2019,activated from IL
Sterling Brown,Dallas Mavericks,SF,24/01/2020,placed on IL with illness
Sterling Brown,Dallas Mavericks,SF,27/01/2020,activated from IL
Jalen Brunson,Dallas Mavericks,PG,24/02/2020,placed on IL with torn labrum in right shoulder (out for season)
Jalen Brunson,Dallas Mavericks,PG,13/03/2020,surgery on right shoulder to repair torn labrum (out for season)
Reggie Bullock,Dallas Mavericks,SF,09/12/2013,sprained left ankle (DTD)
Reggie Bullock,Dallas Mavericks,SF,11/12/2013,sprained left ankle (DNP)
Reggie Bullock,Dallas Mavericks,SF,18/12/2013,sprained left ankle (DNP)
Reggie Bullock,Dallas Mavericks,SF,22/12/2013,sprained left ankle (DNP)
Reggie Bullock,Dallas Mavericks,SF,25/12/2013,sprained left ankle (DNP)
Reggie Bullock,Dallas Mavericks,SF,01/01/2014,placed on IL
Reggie Bullock,Dallas Mavericks,SF,06/01/2014,activated from IL
Reggie Bullock,Dallas Mavericks,SF,10/01/2014,placed on IL
Reggie Bullock,Dallas Mavericks,SF,15/01/2014,activated from IL
Reggie Bullock,Dallas Mavericks,SF,18/01/2014,placed on IL
Reggie Bullock,Dallas Mavericks,SF,22/01/2014,activated from IL
Reggie Bullock,Dallas Mavericks,SF,19/04/2014,placed on IL
Reggie Bullock,Dallas Mavericks,SF,01/05/2014,activated from IL
Reggie Bullock,Dallas Mavericks,SF,03/12/2014,placed on IL with sprained right ankle
Reggie Bullock,Dallas Mavericks,SF,13/12/2014,activated from IL
Reggie Bullock,Dallas Mavericks,SF,19/01/2015,placed on IL
Reggie Bullock,Dallas Mavericks,SF,21/01/2015,activated from IL
Reggie Bullock,Dallas Mavericks,SF,30/01/2015,placed on IL
Reggie Bullock,Dallas Mavericks,SF,02/02/2015,activated from IL
Reggie Bullock,Dallas Mavericks,SF,08/02/2015,placed on IL
Reggie Bullock,Dallas Mavericks,SF,20/02/2015,activated from IL
Reggie Bullock,Dallas Mavericks,SF,12/04/2015,concussion (out for season)
Reggie Bullock,Dallas Mavericks,SF,10/02/2016,fractured nose (DTD)
Reggie Bullock,Dallas Mavericks,SF,19/02/2016,returned to lineup
Reggie Bullock,Dallas Mavericks,SF,23/03/2016,illness (DTD)
Reggie Bullock,Dallas Mavericks,SF,25/03/2016,returned to lineup
Reggie Bullock,Dallas Mavericks,SF,22/04/2016,placed on IL with left leg injury (out for season)
Reggie Bullock,Dallas Mavericks,SF,26/10/2016,placed on IL with back injury
Reggie Bullock,Dallas Mavericks,SF,07/11/2016,activated from IL
Reggie Bullock,Dallas Mavericks,SF,07/11/2016,back injury (DTD)
Reggie Bullock,Dallas Mavericks,SF,18/11/2016,returned to lineup
